tick, C0 sequence, C0 pattern, C0 pattern name, C0 row, C0 note, C1 sequence, C1 pattern, C1 pattern name, C1 row, C1 note
639, 9, 2, left 9, 63,  64: G#3 I1 50, 9, 3, right 9, 63,  64:    |
640, 10, 0, left 5, 0,   1: F-4 I1 42, 10, 1, right 5, 0,   1: F#2 I2 16
641, 10, 0, left 5, 1,   2:    |, 10, 1, right 5, 1,   2:    |
642, 10, 0, left 5, 2,   3:    |, 10, 1, right 5, 2,   3:    |
643, 10, 0, left 5, 3,   4: F-4 I1 42, 10, 1, right 5, 3,   4:    |
644, 10, 0, left 5, 4,   5:    |, 10, 1, right 5, 4,   5:    |
645, 10, 0, left 5, 5,   6:    |, 10, 1, right 5, 5,   6:   ---
646, 10, 0, left 5, 6,   7: D#4 I1 44, 10, 1, right 5, 6,   7: G#2 I2 14
647, 10, 0, left 5, 7,   8:    |, 10, 1, right 5, 7,   8:    |
648, 10, 0, left 5, 8,   9:    |, 10, 1, right 5, 8,   9:    |
649, 10, 0, left 5, 9,  10:    |, 10, 1, right 5, 9,  10:    |
650, 10, 0, left 5, 10,  11:    |, 10, 1, right 5, 10,  11:    |
651, 10, 0, left 5, 11,  12:    |, 10, 1, right 5, 11,  12:   ---
652, 10, 0, left 5, 12,  13: G#3 I1 50, 10, 1, right 5, 12,  13:    |
653, 10, 0, left 5, 13,  14: G#3 I1 50, 10, 1, right 5, 13,  14:    |
654, 10, 0, left 5, 14,  15: A#3 I1 48, 10, 1, right 5, 14,  15:    |
655, 10, 0, left 5, 15,  16: G#3 I1 50, 10, 1, right 5, 15,  16:    |
656, 10, 0, left 5, 16,  17: D#4 I1 44, 10, 1, right 5, 16,  17: F-2 I2 17
657, 10, 0, left 5, 17,  18:    |, 10, 1, right 5, 17,  18:    |
658, 10, 0, left 5, 18,  19:    |, 10, 1, right 5, 18,  19:    |
659, 10, 0, left 5, 19,  20: D#4 I1 44, 10, 1, right 5, 19,  20:    |
660, 10, 0, left 5, 20,  21:    |, 10, 1, right 5, 20,  21:    |
661, 10, 0, left 5, 21,  22:    |, 10, 1, right 5, 21,  22:   ---
662, 10, 0, left 5, 22,  23: C#4 I1 45, 10, 1, right 5, 22,  23: F#2 I2 16
663, 10, 0, left 5, 23,  24:    |, 10, 1, right 5, 23,  24:    |
664, 10, 0, left 5, 24,  25:    |, 10, 1, right 5, 24,  25:    |
665, 10, 0, left 5, 25,  26:    |, 10, 1, right 5, 25,  26:    |
666, 10, 0, left 5, 26,  27:    |, 10, 1, right 5, 26,  27:    |
667, 10, 0, left 5, 27,  28:    |, 10, 1, right 5, 27,  28:   ---
668, 10, 0, left 5, 28,  29: G#3 I1 50, 10, 1, right 5, 28,  29:    |
669, 10, 0, left 5, 29,  30: G#3 I1 50, 10, 1, right 5, 29,  30:    |
670, 10, 0, left 5, 30,  31: A#3 I1 48, 10, 1, right 5, 30,  31:    |
671, 10, 0, left 5, 31,  32: G#3 I1 50, 10, 1, right 5, 31,  32:    |
672, 10, 0, left 5, 32,  33: C#4 I1 45, 10, 1, right 5, 32,  33: F#2 I2 16
673, 10, 0, left 5, 33,  34:    |, 10, 1, right 5, 33,  34:    |
674, 10, 0, left 5, 34,  35:    |, 10, 1, right 5, 34,  35:    |
675, 10, 0, left 5, 35,  36:    |, 10, 1, right 5, 35,  36:    |
676, 10, 0, left 5, 36,  37: D#4 I1 44, 10, 1, right 5, 36,  37:    |
677, 10, 0, left 5, 37,  38:    |, 10, 1, right 5, 37,  38:   ---
678, 10, 0, left 5, 38,  39: C-4 I1 46, 10, 1, right 5, 38,  39: G#2 I2 14
679, 10, 0, left 5, 39,  40:    |, 10, 1, right 5, 39,  40:    |
680, 10, 0, left 5, 40,  41:    |, 10, 1, right 5, 40,  41:    |
681, 10, 0, left 5, 41,  42: A#3 I1 48, 10, 1, right 5, 41,  42:    |
682, 10, 0, left 5, 42,  43: G#3 I1 50, 10, 1, right 5, 42,  43:    |
683, 10, 0, left 5, 43,  44:    |, 10, 1, right 5, 43,  44:   ---
684, 10, 0, left 5, 44,  45:    |, 10, 1, right 5, 44,  45:    |
685, 10, 0, left 5, 45,  46:    |, 10, 1, right 5, 45,  46:    |
686, 10, 0, left 5, 46,  47: G#3 I1 50, 10, 1, right 5, 46,  47:    |
687, 10, 0, left 5, 47,  48:    |, 10, 1, right 5, 47,  48:    |
688, 10, 0, left 5, 48,  49: D#4 I1 44, 10, 1, right 5, 48,  49: F-2 I2 17
689, 10, 0, left 5, 49,  50:    |, 10, 1, right 5, 49,  50:    |
690, 10, 0, left 5, 50,  51:    |, 10, 1, right 5, 50,  51:    |
691, 10, 0, left 5, 51,  52:    |, 10, 1, right 5, 51,  52:    |
692, 10, 0, left 5, 52,  53: C#4 I1 45, 10, 1, right 5, 52,  53:    |
693, 10, 0, left 5, 53,  54:    |, 10, 1, right 5, 53,  54:   ---
694, 10, 0, left 5, 54,  55:    |, 10, 1, right 5, 54,  55: F#2 I2 16
695, 10, 0, left 5, 55,  56:    |, 10, 1, right 5, 55,  56:    |
696, 10, 0, left 5, 56,  57:    |, 10, 1, right 5, 56,  57:    |
697, 10, 0, left 5, 57,  58:    |, 10, 1, right 5, 57,  58:    |
698, 10, 0, left 5, 58,  59:    |, 10, 1, right 5, 58,  59:    |
699, 10, 0, left 5, 59,  60:    |, 10, 1, right 5, 59,  60:   ---
700, 10, 0, left 5, 60,  61: G#3 I1 50, 10, 1, right 5, 60,  61:    |
701, 10, 0, left 5, 61,  62: G#3 I1 50, 10, 1, right 5, 61,  62:    |
702, 10, 0, left 5, 62,  63: A#3 I1 48, 10, 1, right 5, 62,  63:    |
703, 10, 0, left 5, 63,  64: G#3 I1 50, 10, 1, right 5, 63,  64:    |
